Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2025-08-20 00:00:00-04:00,3.59,0.0,4.05,1.34,1.41,367092800,0.0
2025-08-19 00:00:00-04:00,1.17,0.0,1.26,1.08,1.26,126400,0.0
2025-08-18 00:00:00-04:00,1.3,0.0,1.37,1.27,1.37,32000,0.0
2025-08-15 00:00:00-04:00,1.35,0.0,1.35,1.26,1.26,23600,0.0
2025-08-14 00:00:00-04:00,1.32,0.0,1.32,1.15,1.27,79800,0.0
2025-08-13 00:00:00-04:00,1.32,0.0,1.66,1.28,1.47,1673300,0.0
2025-08-12 00:00:00-04:00,1.4,0.0,1.41,1.22,1.22,51800,0.0
2025-08-11 00:00:00-04:00,1.2,0.0,1.3,1.17,1.27,44500,0.0
2025-08-08 00:00:00-04:00,1.23,0.0,1.26,1.23,1.26,6300,0.0
2025-08-07 00:00:00-04:00,1.26,0.0,1.32,1.22,1.26,18000,0.0
2025-08-06 00:00:00-04:00,1.21,0.0,1.26,1.2,1.24,20600,0.0
2025-08-05 00:00:00-04:00,1.22,0.0,1.35,1.2,1.3,81600,0.0
2025-08-04 00:00:00-04:00,1.33,0.0,1.36,1.24,1.24,63200,0.0
2025-08-01 00:00:00-04:00,1.24,0.0,1.26,1.21,1.25,17200,0.0
2025-07-31 00:00:00-04:00,1.25,0.0,1.32,1.25,1.32,11900,0.0
2025-07-30 00:00:00-04:00,1.32,0.0,1.34,1.31,1.31,38300,0.0
2025-07-29 00:00:00-04:00,1.34,0.0,1.47,1.34,1.47,60700,0.0
2025-07-28 00:00:00-04:00,1.46,0.0,1.53,1.46,1.52,14400,0.0
2025-07-25 00:00:00-04:00,1.49,0.0,1.54,1.49,1.54,30800,0.0
2025-07-24 00:00:00-04:00,1.53,0.0,1.64,1.5,1.61,36000,0.0
2025-07-23 00:00:00-04:00,1.66,0.0,1.66,1.61,1.61,19300,0.0
2025-07-22 00:00:00-04:00,1.62,0.0,1.68,1.62,1.64,10000,0.0
2025-07-21 00:00:00-04:00,1.66,0.0,1.7,1.65,1.7,83800,0.0
2025-07-18 00:00:00-04:00,1.69,0.0,1.75,1.66,1.71,70300,0.0
2025-07-17 00:00:00-04:00,1.65,0.0,1.74,1.63,1.63,42900,0.0
2025-07-16 00:00:00-04:00,1.63,0.0,1.69,1.61,1.65,45500,0.0
2025-07-15 00:00:00-04:00,1.68,0.0,1.82,1.6,1.73,124500,0.0
2025-07-14 00:00:00-04:00,1.69,0.0,1.81,1.65,1.75,109400,0.0
2025-07-11 00:00:00-04:00,1.73,0.0,1.8,1.71,1.78,18500,0.0
2025-07-10 00:00:00-04:00,1.77,0.0,1.79,1.7,1.78,24000,0.0
2025-07-09 00:00:00-04:00,1.76,0.0,1.88,1.73,1.76,14700,0.0
2025-07-08 00:00:00-04:00,1.76,0.0,1.85,1.7,1.7,9300,0.0
2025-07-07 00:00:00-04:00,1.69,0.0,1.86,1.6,1.84,75300,0.0
2025-07-03 00:00:00-04:00,1.86,0.0,1.87,1.73,1.85,12500,0.0
2025-07-02 00:00:00-04:00,1.82,0.0,1.85,1.75,1.8,17000,0.0
2025-07-01 00:00:00-04:00,1.78,0.0,1.96,1.73,1.96,51200,0.0
2025-06-30 00:00:00-04:00,1.94,0.0,1.95,1.79,1.83,68400,0.0
2025-06-27 00:00:00-04:00,1.8,0.0,1.85,1.72,1.78,41400,0.0
2025-06-26 00:00:00-04:00,1.76,0.0,1.78,1.61,1.76,52800,0.0
2025-06-25 00:00:00-04:00,1.66,0.0,1.75,1.53,1.59,111800,0.0
2025-06-24 00:00:00-04:00,1.54,0.0,1.54,1.38,1.4,74600,0.0
2025-06-23 00:00:00-04:00,1.31,0.0,1.36,1.3,1.36,22100,0.0
2025-06-20 00:00:00-04:00,1.34,0.0,1.46,1.33,1.46,29700,0.0
2025-06-18 00:00:00-04:00,1.43,0.0,1.45,1.37,1.43,5400,0.0
2025-06-17 00:00:00-04:00,1.44,0.0,1.58,1.3,1.58,30300,0.0
2025-06-16 00:00:00-04:00,1.32,0.0,1.39,1.32,1.33,14300,0.0
2025-06-13 00:00:00-04:00,1.29,0.0,1.41,1.26,1.29,40500,0.0
2025-06-12 00:00:00-04:00,1.37,0.0,1.6,1.35,1.53,111300,0.0
2025-06-11 00:00:00-04:00,1.57,0.0,1.67,1.53,1.67,8000,0.0
2025-06-10 00:00:00-04:00,1.59,0.0,1.68,1.55,1.65,76000,0.0
2025-06-09 00:00:00-04:00,1.6,0.0,1.64,1.55,1.56,39000,0.0
2025-06-06 00:00:00-04:00,1.51,0.0,1.51,1.43,1.46,23500,0.0
2025-06-05 00:00:00-04:00,1.51,0.0,1.64,1.46,1.64,28500,0.0
2025-06-04 00:00:00-04:00,1.58,0.0,1.59,1.55,1.57,8000,0.0
2025-06-03 00:00:00-04:00,1.56,0.0,1.62,1.41,1.48,84900,0.0
2025-06-02 00:00:00-04:00,1.48,0.0,1.49,1.42,1.44,7200,0.0
2025-05-30 00:00:00-04:00,1.45,0.0,1.5,1.4,1.49,22700,0.0
2025-05-29 00:00:00-04:00,1.48,0.0,1.49,1.38,1.38,6800,0.0
2025-05-28 00:00:00-04:00,1.41,0.0,1.44,1.39,1.39,12700,0.0
2025-05-27 00:00:00-04:00,1.43,0.0,1.45,1.32,1.32,5700,0.0
2025-05-23 00:00:00-04:00,1.36,0.0,1.39,1.29,1.39,42100,0.0
2025-05-22 00:00:00-04:00,1.37,0.0,1.39,1.35,1.38,3800,0.0
2025-05-21 00:00:00-04:00,1.35,0.0,1.48,1.35,1.43,8400,0.0
2025-05-20 00:00:00-04:00,1.48,0.0,1.5,1.4,1.5,26600,0.0
2025-05-19 00:00:00-04:00,1.43,0.0,1.5,1.28,1.35,65600,0.0
2025-05-16 00:00:00-04:00,1.33,0.0,1.36,1.26,1.27,25500,0.0
2025-05-15 00:00:00-04:00,1.33,0.0,1.38,1.26,1.36,40100,0.0
2025-05-14 00:00:00-04:00,1.4,0.0,1.45,1.32,1.41,36500,0.0
2025-05-13 00:00:00-04:00,1.44,0.0,1.57,1.43,1.56,28700,0.0
2025-05-12 00:00:00-04:00,1.56,0.0,1.58,1.45,1.45,41500,0.0
2025-05-09 00:00:00-04:00,1.51,0.0,1.53,1.48,1.5,6300,0.0
2025-05-08 00:00:00-04:00,1.49,0.0,1.58,1.41,1.58,68500,0.0
2025-05-07 00:00:00-04:00,1.54,0.0,1.66,1.48,1.66,59400,0.0
2025-05-06 00:00:00-04:00,1.65,0.0,1.68,1.49,1.49,384700,0.0
2025-05-05 00:00:00-04:00,1.56,0.0,1.68,1.52,1.54,97500,0.0
2025-05-02 00:00:00-04:00,1.53,0.0,1.58,1.41,1.53,143600,0.0
2025-05-01 00:00:00-04:00,1.55,0.0,1.89,1.51,1.76,324000,0.0
2025-04-30 00:00:00-04:00,1.73,0.0,1.75,1.48,1.63,539100,0.0
2025-04-29 00:00:00-04:00,1.48,0.0,1.5,1.28,1.4,291700,0.0
2025-04-28 00:00:00-04:00,1.36,0.0,1.4,1.1,1.2,1920800,0.0
2025-04-25 00:00:00-04:00,1.2,0.0,1.23,1.19,1.23,7900,0.0
2025-04-24 00:00:00-04:00,1.21,0.0,1.28,1.21,1.28,7000,0.0
2025-04-23 00:00:00-04:00,1.21,0.0,1.24,1.16,1.17,12100,0.0
2025-04-22 00:00:00-04:00,1.17,0.0,1.19,1.12,1.19,6300,0.0
2025-04-21 00:00:00-04:00,1.15,0.0,1.26,1.05,1.13,21600,0.0
2025-04-17 00:00:00-04:00,1.13,0.0,1.13,1.12,1.12,4300,0.0
2025-04-16 00:00:00-04:00,1.1,0.0,1.18,1.1,1.18,4400,0.0
2025-04-15 00:00:00-04:00,1.15,0.0,1.22,1.1,1.18,11300,0.0
2025-04-14 00:00:00-04:00,1.17,0.0,1.18,1.08,1.14,11000,0.0
2025-04-11 00:00:00-04:00,1.15,0.0,1.16,1.06,1.09,22400,0.0
2025-04-10 00:00:00-04:00,1.06,0.0,1.08,1.05,1.05,16400,0.0
2025-04-09 00:00:00-04:00,1.05,0.0,1.2,1.02,1.04,33400,0.0
2025-04-08 00:00:00-04:00,1.08,0.0,1.19,1.05,1.15,44600,0.0
2025-04-07 00:00:00-04:00,1.17,0.0,1.26,0.95,1.15,506200,0.0
2025-04-04 00:00:00-04:00,1.17,0.0,1.24,1.17,1.19,65000,0.0
2025-04-03 00:00:00-04:00,1.25,0.0,1.29,1.14,1.25,22800,0.0
2025-04-02 00:00:00-04:00,1.29,0.0,1.47,1.25,1.25,67300,0.0
2025-04-01 00:00:00-04:00,1.28,0.0,1.42,1.28,1.42,73600,0.0
2025-03-31 00:00:00-04:00,1.36,0.0,1.65,1.2,1.25,997300,0.0
2025-03-28 00:00:00-04:00,1.41,0.0,1.5,1.33,1.36,11500,0.0
2025-03-27 00:00:00-04:00,1.36,0.0,1.46,1.36,1.41,25400,0.0
2025-03-26 00:00:00-04:00,1.44,0.0,1.54,1.41,1.49,17500,0.0
2025-03-25 00:00:00-04:00,1.46,0.0,1.62,1.4,1.47,42700,0.0
2025-03-24 00:00:00-04:00,1.53,0.0,1.69,1.32,1.36,1352900,0.0
2025-03-21 00:00:00-04:00,1.44,0.0,1.5,1.43,1.49,16600,0.0
2025-03-20 00:00:00-04:00,1.55,0.0,1.55,1.43,1.43,5900,0.0
2025-03-19 00:00:00-04:00,1.48,0.0,1.48,1.47,1.47,700,0.0
2025-03-18 00:00:00-04:00,1.42,0.0,1.47,1.38,1.39,1900,0.0
2025-03-17 00:00:00-04:00,1.4,0.0,1.43,1.39,1.41,7000,0.0
2025-03-14 00:00:00-04:00,1.45,0.0,1.47,1.45,1.45,10000,0.0
2025-03-13 00:00:00-04:00,1.45,0.0,1.48,1.36,1.48,6700,0.0
2025-03-12 00:00:00-04:00,1.41,0.0,1.46,1.4,1.42,10600,0.0
2025-03-11 00:00:00-04:00,1.43,0.0,1.52,1.42,1.52,19200,0.0
2025-03-10 00:00:00-04:00,1.53,0.0,1.56,1.46,1.51,24100,0.0
2025-03-07 00:00:00-05:00,1.52,0.0,1.6,1.47,1.49,10200,0.0
2025-03-06 00:00:00-05:00,1.57,0.0,1.65,1.52,1.52,21800,0.0
2025-03-05 00:00:00-05:00,1.59,0.0,1.59,1.35,1.45,48000,0.0
2025-03-04 00:00:00-05:00,1.49,0.0,1.49,1.28,1.37,707100,0.0
2025-03-03 00:00:00-05:00,1.45,0.0,1.48,1.35,1.45,73200,0.0
2025-02-28 00:00:00-05:00,1.43,0.0,1.48,1.36,1.44,49300,0.0
2025-02-27 00:00:00-05:00,1.45,0.0,1.52,1.44,1.48,19600,0.0
2025-02-26 00:00:00-05:00,1.51,0.0,1.52,1.39,1.39,33500,0.0
2025-02-25 00:00:00-05:00,1.41,0.0,1.7,1.4,1.69,63200,0.0
2025-02-24 00:00:00-05:00,1.69,0.0,1.88,1.69,1.86,49600,0.0
2025-02-21 00:00:00-05:00,1.9,0.0,1.9,1.86,1.89,16200,0.0
2025-02-20 00:00:00-05:00,1.86,0.0,1.93,1.86,1.93,9700,0.0
2025-02-19 00:00:00-05:00,1.93,0.0,1.93,1.87,1.87,4800,0.0
2025-02-18 00:00:00-05:00,1.89,0.0,1.95,1.86,1.95,15600,0.0
2025-02-14 00:00:00-05:00,1.9,0.0,1.94,1.88,1.88,11600,0.0
2025-02-13 00:00:00-05:00,1.9,0.0,1.93,1.87,1.87,19000,0.0
2025-02-12 00:00:00-05:00,1.89,0.0,1.94,1.87,1.91,10100,0.0
2025-02-11 00:00:00-05:00,1.91,0.0,1.95,1.86,1.95,28300,0.0
2025-02-10 00:00:00-05:00,1.9,0.0,1.97,1.9,1.96,38000,0.0
2025-02-07 00:00:00-05:00,1.97,0.0,2.06,1.97,2.06,12000,0.0
2025-02-06 00:00:00-05:00,2.06,0.0,2.11,1.97,1.97,11700,0.0
2025-02-05 00:00:00-05:00,2.0,0.0,2.03,1.98,2.02,12300,0.0
2025-02-04 00:00:00-05:00,2.02,0.0,2.05,1.96,2.0,21200,0.0
2025-02-03 00:00:00-05:00,2.0,0.0,2.04,1.96,1.99,37000,0.0
2025-01-31 00:00:00-05:00,1.96,0.0,2.02,1.95,1.98,21400,0.0
2025-01-30 00:00:00-05:00,1.98,0.0,2.05,1.95,1.99,23400,0.0
2025-01-29 00:00:00-05:00,1.99,0.0,1.99,1.97,1.97,16800,0.0
2025-01-28 00:00:00-05:00,1.98,0.0,2.06,1.95,2.03,51300,0.0
2025-01-27 00:00:00-05:00,2.01,0.0,2.1,2.0,2.1,20500,0.0
2025-01-24 00:00:00-05:00,2.07,0.0,2.16,2.02,2.12,37200,0.0
2025-01-23 00:00:00-05:00,2.16,0.0,2.2,1.99,1.99,46900,0.0
2025-01-22 00:00:00-05:00,2.0,0.0,2.08,1.96,2.07,143200,0.0
2025-01-21 00:00:00-05:00,2.11,0.0,2.11,2.0,2.0,74600,0.0
2025-01-17 00:00:00-05:00,2.03,0.0,2.03,1.97,2.01,33400,0.0
2025-01-16 00:00:00-05:00,2.0,0.0,2.03,1.98,2.02,12200,0.0
2025-01-15 00:00:00-05:00,1.99,0.0,2.06,1.98,2.0,8500,0.0
2025-01-14 00:00:00-05:00,1.97,0.0,2.01,1.86,1.87,42300,0.0
2025-01-13 00:00:00-05:00,1.93,0.0,2.06,1.88,2.0,111700,0.0
2025-01-10 00:00:00-05:00,2.05,0.0,2.13,2.0,2.07,51700,0.0
2025-01-08 00:00:00-05:00,2.17,0.0,2.3,2.13,2.3,66300,0.0
2025-01-07 00:00:00-05:00,2.24,0.0,2.26,2.11,2.11,68400,0.0
2025-01-06 00:00:00-05:00,2.1,0.0,2.16,2.08,2.16,22200,0.0
2025-01-03 00:00:00-05:00,2.08,0.0,2.12,2.05,2.05,15900,0.0
2025-01-02 00:00:00-05:00,2.05,0.0,2.14,2.04,2.04,28800,0.0
2024-12-31 00:00:00-05:00,2.03,0.0,2.11,2.01,2.07,27100,0.0
2024-12-30 00:00:00-05:00,2.05,0.0,2.12,2.03,2.03,45400,0.0
2024-12-27 00:00:00-05:00,2.06,0.0,2.18,2.0,2.18,144200,0.0
2024-12-26 00:00:00-05:00,2.15,0.0,2.18,2.1,2.11,45200,0.0
2024-12-24 00:00:00-05:00,2.13,0.0,2.27,2.07,2.09,57500,0.0
2024-12-23 00:00:00-05:00,2.09,0.0,2.1,2.04,2.07,65000,0.0
2024-12-20 00:00:00-05:00,2.07,0.0,2.17,2.07,2.1,28300,0.0
2024-12-19 00:00:00-05:00,2.1,0.0,2.17,2.08,2.13,65700,0.0
2024-12-18 00:00:00-05:00,2.1,0.0,2.19,2.09,2.19,14200,0.0
2024-12-17 00:00:00-05:00,2.18,0.0,2.19,2.1,2.19,39100,0.0
2024-12-16 00:00:00-05:00,2.17,0.0,2.27,2.1,2.13,69800,0.0
2024-12-13 00:00:00-05:00,2.14,0.0,2.19,2.12,2.12,21300,0.0
2024-12-12 00:00:00-05:00,2.18,0.0,2.25,2.14,2.16,24800,0.0
2024-12-11 00:00:00-05:00,2.22,0.0,2.33,2.1,2.2,98700,0.0
2024-12-10 00:00:00-05:00,2.17,0.0,2.29,2.09,2.12,178600,0.0
2024-12-09 00:00:00-05:00,2.31,0.0,2.49,2.12,2.28,549700,0.0
2024-12-06 00:00:00-05:00,2.25,0.0,2.27,2.04,2.05,2583700,0.0
2024-12-05 00:00:00-05:00,2.03,0.0,2.13,2.03,2.1,40200,0.0
2024-12-04 00:00:00-05:00,2.15,0.0,2.2,2.11,2.16,23600,0.0
2024-12-03 00:00:00-05:00,2.2,0.0,2.3,2.15,2.2,20500,0.0
2024-12-02 00:00:00-05:00,2.21,0.0,2.36,2.04,2.09,204100,0.0
2024-11-29 00:00:00-05:00,2.08,0.0,2.26,2.02,2.26,69100,0.0
2024-11-27 00:00:00-05:00,2.26,0.0,2.41,2.26,2.39,37400,0.0
2024-11-26 00:00:00-05:00,2.3,0.0,2.45,2.26,2.45,27000,0.0
2024-11-25 00:00:00-05:00,2.45,0.0,2.65,2.45,2.57,71600,0.0
2024-11-22 00:00:00-05:00,2.56,0.0,2.7,2.46,2.67,106800,0.0
2024-11-21 00:00:00-05:00,2.61,0.0,2.73,2.36,2.42,102600,0.0
2024-11-20 00:00:00-05:00,2.5,0.0,2.59,2.3,2.4,174100,0.0
2024-11-19 00:00:00-05:00,2.43,0.0,2.56,2.18,2.27,222300,0.0
2024-11-18 00:00:00-05:00,2.37,0.0,2.42,1.85,2.31,8768100,0.0
2024-11-15 00:00:00-05:00,2.17,0.0,2.31,2.12,2.14,68500,0.0
2024-11-14 00:00:00-05:00,2.23,0.0,2.29,2.1,2.25,169000,0.0
2024-11-13 00:00:00-05:00,2.18,0.0,2.33,1.9,2.06,1274600,0.0
2024-11-12 00:00:00-05:00,2.15,0.0,2.3,2.15,2.27,109000,0.0
2024-11-11 00:00:00-05:00,2.26,0.0,2.32,2.2,2.32,54300,0.0
2024-11-08 00:00:00-05:00,2.37,0.0,2.47,2.27,2.4,62600,0.0
2024-11-07 00:00:00-05:00,2.43,0.0,2.83,2.34,2.83,100800,0.0
2024-11-06 00:00:00-05:00,2.8,0.0,2.95,2.76,2.91,159300,0.0
2024-11-05 00:00:00-05:00,2.77,0.0,2.99,2.74,2.79,110100,0.0
2024-11-04 00:00:00-05:00,2.95,0.0,3.06,2.45,2.6,203600,0.0
2024-11-01 00:00:00-04:00,2.69,0.0,3.17,2.65,2.74,387800,0.0
2024-10-31 00:00:00-04:00,2.85,0.0,3.3,2.51,3.26,1109400,0.0
2024-10-30 00:00:00-04:00,3.43,0.0,6.39,3.08,5.71,61346300,0.0
2024-10-29 00:00:00-04:00,2.03,0.0,2.04,1.89,1.98,37900,0.0
2024-10-28 00:00:00-04:00,1.98,0.0,2.0,1.85,1.96,41300,0.0
2024-10-25 00:00:00-04:00,1.95,0.0,2.05,1.89,2.05,43800,0.0
2024-10-24 00:00:00-04:00,2.01,0.0,2.1,1.98,2.04,33800,0.0
2024-10-23 00:00:00-04:00,2.05,0.0,2.2,2.0,2.15,25700,0.0
2024-10-22 00:00:00-04:00,2.07,0.0,2.14,2.05,2.08,15700,0.0
2024-10-21 00:00:00-04:00,2.14,0.0,2.28,2.04,2.17,32700,0.0
2024-10-18 00:00:00-04:00,2.19,0.0,2.49,2.18,2.35,22300,0.0
2024-10-17 00:00:00-04:00,2.35,0.0,2.68,2.28,2.42,96000,0.0
2024-10-16 00:00:00-04:00,2.5,0.0,2.5,1.93,1.99,102800,0.0
2024-10-15 00:00:00-04:00,1.93,0.0,1.96,1.89,1.92,20200,0.0
2024-10-14 00:00:00-04:00,1.98,0.0,2.05,1.94,1.95,10500,0.0
2024-10-11 00:00:00-04:00,1.99,0.0,2.03,1.91,1.91,9200,0.0
2024-10-10 00:00:00-04:00,2.04,0.0,2.09,1.9,1.98,12900,0.0
2024-10-09 00:00:00-04:00,2.02,0.0,2.1,1.97,2.04,22700,0.0
2024-10-08 00:00:00-04:00,2.03,0.0,2.16,1.86,1.86,46400,0.0
2024-10-07 00:00:00-04:00,1.91,0.0,2.17,1.84,2.06,19000,0.0
2024-10-04 00:00:00-04:00,2.15,0.0,2.28,2.02,2.26,17200,0.0
2024-10-03 00:00:00-04:00,2.23,0.0,2.42,2.15,2.42,19500,0.0
2024-10-02 00:00:00-04:00,2.36,0.0,2.41,2.35,2.38,9000,0.0
2024-10-01 00:00:00-04:00,2.4,0.0,2.52,2.35,2.5,15500,0.0
2024-09-30 00:00:00-04:00,2.48,0.0,2.6,2.36,2.36,75400,0.0
2024-09-27 00:00:00-04:00,2.45,0.0,2.58,2.34,2.47,19900,0.0
2024-09-26 00:00:00-04:00,2.46,0.0,2.82,2.35,2.45,34400,0.0
2024-09-25 00:00:00-04:00,2.39,0.0,2.7,2.25,2.7,41700,0.0
2024-09-24 00:00:00-04:00,2.72,0.0,2.87,2.68,2.78,20700,0.0
2024-09-23 00:00:00-04:00,2.78,0.0,2.94,2.69,2.82,39700,0.0
2024-09-20 00:00:00-04:00,2.84,0.0,2.94,2.81,2.88,32400,0.0
2024-09-19 00:00:00-04:00,2.99,0.0,3.01,2.81,3.0,35500,0.0
2024-09-18 00:00:00-04:00,2.94,0.0,3.04,2.94,3.0,152300,0.0
2024-09-17 00:00:00-04:00,2.99,0.0,3.0,2.76,2.88,69300,0.0
2024-09-16 00:00:00-04:00,2.86,0.0,3.05,2.73,2.94,323500,0.0
2024-09-13 00:00:00-04:00,2.97,0.0,3.03,2.93,3.01,21400,0.0
2024-09-12 00:00:00-04:00,2.99,0.0,3.05,2.91,2.99,19100,0.0
2024-09-11 00:00:00-04:00,2.95,0.0,2.99,2.83,2.99,6400,0.0
2024-09-10 00:00:00-04:00,2.94,0.0,3.0,2.84,3.0,14100,0.0
2024-09-09 00:00:00-04:00,2.94,0.0,3.01,2.8,3.0,16300,0.0
2024-09-06 00:00:00-04:00,3.0,0.0,3.04,2.85,2.97,19600,0.0
2024-09-05 00:00:00-04:00,2.9,0.0,3.0,2.86,3.0,13500,0.0
2024-09-04 00:00:00-04:00,2.97,0.0,2.97,2.85,2.85,8900,0.0
2024-09-03 00:00:00-04:00,2.85,0.0,2.89,2.62,2.75,18800,0.0
2024-08-30 00:00:00-04:00,2.72,0.0,2.89,2.72,2.78,6400,0.0
2024-08-29 00:00:00-04:00,2.8,0.0,2.91,2.78,2.89,14500,0.0
2024-08-28 00:00:00-04:00,2.91,0.0,3.0,2.84,3.0,32000,0.0
2024-08-27 00:00:00-04:00,2.95,0.0,3.14,2.86,2.97,104100,0.0
2024-08-26 00:00:00-04:00,2.84,0.0,2.97,2.79,2.9,7600,0.0
2024-08-23 00:00:00-04:00,2.86,0.0,3.0,2.85,3.0,25800,0.0
2024-08-22 00:00:00-04:00,2.96,0.0,3.48,2.9,2.9,62300,0.0
2024-08-21 00:00:00-04:00,2.85,0.0,2.85,2.6,2.8,9600,0.0
