Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2025-11-24 00:00:00-05:00,77.02,77.29,75.63,75.91,2513344,0.0,0.0
2025-11-21 00:00:00-05:00,75.85,75.95,74.9,75.3,2067300,0.7,0.0
2025-11-20 00:00:00-05:00,75.03,75.88,74.8,75.34,1629700,0.0,0.0
2025-11-19 00:00:00-05:00,74.93,76.17,74.83,76.03,1577300,0.0,0.0
2025-11-18 00:00:00-05:00,76.03,76.8,75.92,76.41,1401400,0.0,0.0
2025-11-17 00:00:00-05:00,76.41,76.58,75.95,76.13,1315100,0.0,0.0
2025-11-14 00:00:00-05:00,75.77,76.19,75.19,75.64,1457500,0.0,0.0
2025-11-13 00:00:00-05:00,75.64,76.46,75.58,76.34,1623400,0.0,0.0
2025-11-12 00:00:00-05:00,76.63,76.75,76.07,76.25,2861500,0.0,0.0
2025-11-11 00:00:00-05:00,76.28,76.39,75.79,76.18,2185300,0.0,0.0
2025-11-10 00:00:00-05:00,75.87,76.09,74.63,75.3,3177000,0.0,0.0
2025-11-07 00:00:00-05:00,74.9,75.86,74.23,75.05,2856700,0.0,0.0
2025-11-06 00:00:00-05:00,74.87,76.65,74.07,74.85,3362300,0.0,0.0
2025-11-05 00:00:00-05:00,76.07,76.53,75.29,76.35,4748700,0.0,0.0
2025-11-04 00:00:00-05:00,76.33,76.93,76.14,76.79,2153800,0.0,0.0
2025-11-03 00:00:00-05:00,76.56,76.59,75.3,76.1,1494300,0.0,0.0
2025-10-31 00:00:00-04:00,76.1,76.71,75.96,76.71,2907000,0.0,0.0
2025-10-30 00:00:00-04:00,77.04,77.18,76.23,76.44,4578800,0.0,0.0
2025-10-29 00:00:00-04:00,76.23,77.06,76.12,76.8,1752500,0.0,0.0
2025-10-28 00:00:00-04:00,76.97,78.01,76.75,78.01,1458100,0.0,0.0
2025-10-27 00:00:00-04:00,77.59,77.69,76.69,77.3,1326400,0.0,0.0
2025-10-24 00:00:00-04:00,77.24,78.03,77.14,77.4,1600600,0.0,0.0
2025-10-23 00:00:00-04:00,77.18,78.2,76.85,78.16,1192700,0.0,0.0
2025-10-22 00:00:00-04:00,78.01,78.41,77.42,77.61,1691700,0.0,0.0
2025-10-21 00:00:00-04:00,77.4,78.08,76.97,77.93,1253100,0.0,0.0
2025-10-20 00:00:00-04:00,77.93,78.05,77.18,77.63,2824500,0.0,0.0
2025-10-17 00:00:00-04:00,77.26,77.33,76.52,77.06,1522500,0.0,0.0
2025-10-16 00:00:00-04:00,76.79,78.59,76.7,78.22,2073900,0.0,0.0
2025-10-15 00:00:00-04:00,77.93,78.17,77.29,77.48,2024300,0.0,0.0
