Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2025-12-08 00:00:00-05:00,185.61,188.5,182.0,186.17,4880797,0.0,0.0
2025-12-05 00:00:00-05:00,189.02,189.66,180.1,182.17,7401400,0.0,0.0
2025-12-04 00:00:00-05:00,182.54,185.34,177.16,179.34,4962300,0.0,0.0
2025-12-03 00:00:00-05:00,178.88,180.93,172.7,179.02,5374500,0.0,0.0
2025-12-02 00:00:00-05:00,180.91,186.37,179.62,182.82,5304500,0.0,0.0
2025-12-01 00:00:00-05:00,179.22,182.65,173.2,175.9,6501500,0.0,0.0
2025-11-28 00:00:00-05:00,179.73,179.8,172.66,173.52,4059600,0.0,0.0
2025-11-26 00:00:00-05:00,172.02,174.87,170.55,172.21,5264800,0.0,0.0
2025-11-25 00:00:00-05:00,169.57,169.66,158.89,167.55,8573200,0.063,0.0
2025-11-24 00:00:00-05:00,168.85,171.74,162.37,162.37,8208200,0.0,0.0
2025-11-21 00:00:00-05:00,159.77,161.23,149.05,159.94,10577700,0.0,0.0
2025-11-20 00:00:00-05:00,159.55,180.81,158.02,176.85,10076100,0.0,0.0
2025-11-19 00:00:00-05:00,170.59,174.59,165.85,166.0,6070500,0.0,0.0
2025-11-18 00:00:00-05:00,164.8,169.06,157.94,163.25,7586300,0.0,0.0
2025-11-17 00:00:00-05:00,166.59,174.78,164.5,168.33,5249900,0.0,0.0
2025-11-14 00:00:00-05:00,170.91,175.81,159.6,161.94,10018700,0.0,0.0
2025-11-13 00:00:00-05:00,163.58,170.59,160.61,169.91,11389900,0.0,0.0
2025-11-12 00:00:00-05:00,173.31,182.5,172.95,182.04,6131700,0.0,0.0
2025-11-11 00:00:00-05:00,178.98,187.41,177.97,183.93,5625700,0.0,0.0
2025-11-10 00:00:00-05:00,187.77,191.34,184.69,187.95,5590100,0.0,0.0
2025-11-07 00:00:00-05:00,179.73,179.73,169.55,176.93,9143000,0.0,0.0
2025-11-06 00:00:00-05:00,182.95,190.93,180.44,190.93,5907100,0.0,0.0
2025-11-05 00:00:00-05:00,190.64,193.33,180.93,182.01,6534700,0.0,0.0
2025-11-04 00:00:00-05:00,180.75,186.83,177.43,183.23,8984800,0.0,0.0
