Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2025-12-12 00:00:00-05:00,24.74,25.47,24.67,25.39,9364939,0.0,0.0
2025-12-11 00:00:00-05:00,25.41,25.49,25.11,25.14,10515800,0.3,0.0
2025-12-10 00:00:00-05:00,25.19,25.28,24.83,25.04,11980400,0.0,0.0
2025-12-09 00:00:00-05:00,25.08,25.22,24.46,24.5,10452000,0.0,0.0
2025-12-08 00:00:00-05:00,24.77,25.47,24.62,25.44,15600400,0.0,0.0
2025-12-05 00:00:00-05:00,25.61,25.73,25.34,25.62,10225100,0.0,0.0
2025-12-04 00:00:00-05:00,25.6,25.62,24.81,24.9,11666100,0.0,0.0
2025-12-03 00:00:00-05:00,24.89,25.17,24.68,24.94,11970800,0.0,0.0
2025-12-02 00:00:00-05:00,24.85,25.15,24.14,24.46,15550900,0.0,0.0
2025-12-01 00:00:00-05:00,24.1,24.43,23.7,23.72,14182800,0.0,0.0
2025-11-28 00:00:00-05:00,24.13,24.14,23.56,23.87,6873100,0.0,0.0
2025-11-26 00:00:00-05:00,23.7,24.29,23.22,23.82,22163300,0.0,0.0
2025-11-25 00:00:00-05:00,24.03,24.76,23.92,24.11,22657500,0.0,0.0
2025-11-24 00:00:00-05:00,24.09,24.21,23.69,23.77,19135900,0.0,0.0
2025-11-21 00:00:00-05:00,23.68,23.97,22.5,22.53,19349500,0.0,0.0
2025-11-20 00:00:00-05:00,22.34,22.67,22.01,22.41,15566200,0.0,0.0
2025-11-19 00:00:00-05:00,22.21,22.52,22.18,22.39,9138800,0.0,0.0
2025-11-18 00:00:00-05:00,22.44,22.74,22.14,22.44,11853500,0.0,0.0
2025-11-17 00:00:00-05:00,22.6,23.71,22.51,23.28,19877400,0.0,0.0
2025-11-14 00:00:00-05:00,24.24,24.71,24.18,24.41,9788700,0.0,0.0
2025-11-13 00:00:00-05:00,24.69,25.14,24.65,24.9,12224900,0.0,0.0
2025-11-12 00:00:00-05:00,24.91,25.02,24.56,24.56,10318200,0.0,0.0
2025-11-11 00:00:00-05:00,24.44,24.97,24.34,24.91,14505700,0.0,0.0
2025-11-10 00:00:00-05:00,24.99,26.27,24.88,26.26,16143200,0.0,0.0
2025-11-07 00:00:00-05:00,25.97,26.02,25.52,25.7,8710800,0.0,0.0
2025-11-06 00:00:00-05:00,25.86,26.38,25.79,26.36,9075400,0.0,0.0
2025-11-05 00:00:00-05:00,26.33,26.4,25.46,25.63,12247700,0.0,0.0
2025-11-04 00:00:00-05:00,25.63,26.41,25.61,26.21,10081500,0.0,0.0
2025-11-03 00:00:00-05:00,26.69,27.47,26.39,27.28,10354400,0.0,0.0
2025-10-31 00:00:00-04:00,27.34,27.55,26.97,27.2,14271800,0.0,0.0
2025-10-30 00:00:00-04:00,27.19,27.5,26.86,27.07,10356400,0.0,0.0
2025-10-29 00:00:00-04:00,27.37,27.92,27.25,27.55,8931500,0.0,0.0
2025-10-28 00:00:00-04:00,27.74,27.86,27.19,27.47,7421200,0.0,0.0
2025-10-27 00:00:00-04:00,27.59,27.77,27.38,27.61,10867500,0.0,0.0
2025-10-24 00:00:00-04:00,27.33,28.1,27.31,27.93,8626300,0.0,0.0
2025-10-23 00:00:00-04:00,27.5,27.81,27.34,27.45,11798700,0.0,0.0
2025-10-22 00:00:00-04:00,27.33,27.64,26.65,26.88,8976800,0.0,0.0
2025-10-21 00:00:00-04:00,27.83,28.16,27.34,27.4,8330400,0.0,0.0
2025-10-20 00:00:00-04:00,27.33,27.76,27.18,27.24,7049700,0.0,0.0
2025-10-17 00:00:00-04:00,27.05,27.29,26.68,26.78,10955800,0.0,0.0
2025-10-16 00:00:00-04:00,26.88,28.39,26.77,28.35,24747300,0.0,0.0
2025-10-15 00:00:00-04:00,28.27,28.65,28.06,28.52,18360300,0.0,0.0
2025-10-14 00:00:00-04:00,28.2,28.4,27.08,27.17,21557000,0.0,0.0
2025-10-13 00:00:00-04:00,27.03,27.06,25.7,25.72,14137500,0.0,0.0
2025-10-10 00:00:00-04:00,25.25,26.86,25.16,26.78,15792400,0.0,0.0
2025-10-09 00:00:00-04:00,26.65,27.02,26.42,26.84,10128000,0.0,0.0
2025-10-08 00:00:00-04:00,26.71,26.86,26.13,26.27,20463700,0.0,0.0
2025-10-07 00:00:00-04:00,26.24,26.52,25.89,26.46,14472800,0.0,0.0
2025-10-06 00:00:00-04:00,26.3,26.59,26.13,26.47,7705600,0.0,0.0
2025-10-03 00:00:00-04:00,26.33,26.97,26.2,26.3,10520700,0.0,0.0
2025-10-02 00:00:00-04:00,26.17,26.83,26.11,26.45,10975400,0.0,0.0
2025-10-01 00:00:00-04:00,26.39,26.9,26.09,26.87,14390400,0.0,0.0
2025-09-30 00:00:00-04:00,26.91,26.93,26.53,26.58,7986800,0.0,0.0
2025-09-29 00:00:00-04:00,26.57,26.73,26.37,26.57,9098200,0.0,0.0
2025-09-26 00:00:00-04:00,26.4,26.58,26.01,26.45,7872200,0.0,0.0
2025-09-25 00:00:00-04:00,26.53,26.82,26.42,26.75,10496600,0.0,0.0
2025-09-24 00:00:00-04:00,27.18,28.4,27.15,28.14,10197500,0.0,0.0
2025-09-23 00:00:00-04:00,28.19,28.52,28.03,28.03,7382800,0.0,0.0
2025-09-22 00:00:00-04:00,27.93,28.04,27.4,27.79,7248500,0.0,0.0
