Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2025-12-01 00:00:00-05:00,65.39,65.99,63.58,63.77,9841661,0.0,0.0
2025-11-28 00:00:00-05:00,64.63,64.78,63.97,64.47,4941400,0.0,0.0
2025-11-26 00:00:00-05:00,64.33,64.87,62.97,63.5,13791000,0.0,0.0
2025-11-25 00:00:00-05:00,63.68,64.12,61.87,62.34,11527200,0.0,0.0
2025-11-24 00:00:00-05:00,61.93,63.07,61.93,62.51,16681700,0.0,0.0
2025-11-21 00:00:00-05:00,62.8,63.5,61.54,62.01,12476900,0.0,0.0
2025-11-20 00:00:00-05:00,61.43,63.83,61.41,62.95,13886600,0.0,0.0
2025-11-19 00:00:00-05:00,62.64,63.22,62.01,62.43,11732100,0.0,0.0
2025-11-18 00:00:00-05:00,62.49,62.76,61.68,62.4,14614600,0.0,0.0
2025-11-17 00:00:00-05:00,62.9,63.54,62.26,63.07,17064700,0.0,0.0
2025-11-14 00:00:00-05:00,64.17,65.06,63.75,64.94,17760100,0.0,0.0
2025-11-13 00:00:00-05:00,66.03,66.26,64.88,65.71,21923600,0.0,0.0
2025-11-12 00:00:00-05:00,64.2,65.19,63.74,64.1,14812200,0.0,0.0
2025-11-11 00:00:00-05:00,63.15,63.6,61.24,61.73,17646400,0.0,0.0
2025-11-10 00:00:00-05:00,60.8,62.09,60.49,61.75,13063100,0.0,0.0
2025-11-07 00:00:00-05:00,61.09,62.18,60.29,61.74,15504800,0.0,0.0
2025-11-06 00:00:00-05:00,61.89,62.48,61.67,61.88,15164600,0.0,0.0
2025-11-05 00:00:00-05:00,62.11,62.85,60.86,61.28,20979800,0.0,0.0
2025-11-04 00:00:00-05:00,61.23,62.59,61.12,62.42,13725400,0.0,0.0
2025-11-03 00:00:00-05:00,62.65,64.85,62.34,64.72,22633300,0.0,0.0
2025-10-31 00:00:00-04:00,64.59,65.25,64.25,65.0,17822500,0.0,0.0
2025-10-30 00:00:00-04:00,64.9,66.0,64.57,65.18,13895200,0.0,0.0
2025-10-29 00:00:00-04:00,65.35,67.19,64.95,67.01,15143100,0.0,0.0
2025-10-28 00:00:00-04:00,67.43,68.61,67.05,68.11,11262400,0.0,0.0
2025-10-27 00:00:00-04:00,68.59,70.44,68.26,70.04,9838100,0.0,0.0
2025-10-24 00:00:00-04:00,69.11,70.08,68.91,69.71,7102900,0.0,0.0
2025-10-23 00:00:00-04:00,69.68,69.89,68.74,69.09,9124900,0.0,0.0
2025-10-22 00:00:00-04:00,69.08,69.36,67.96,68.22,8096100,0.0,0.0
2025-10-21 00:00:00-04:00,68.36,69.29,67.41,67.75,9659200,0.0,0.0
2025-10-20 00:00:00-04:00,67.62,68.18,67.47,67.56,9670000,0.0,0.0
2025-10-17 00:00:00-04:00,67.37,67.77,66.32,66.63,10054000,0.0,0.0
2025-10-16 00:00:00-04:00,66.84,69.04,66.58,68.6,15349700,0.0,0.0
2025-10-15 00:00:00-04:00,68.46,69.53,68.13,68.58,13001500,0.0,0.0
2025-10-14 00:00:00-04:00,67.64,68.0,66.06,66.47,9483700,0.0,0.0
2025-10-13 00:00:00-04:00,67.38,67.52,65.55,65.7,13191200,0.0,0.0
2025-10-10 00:00:00-04:00,65.22,68.49,64.88,68.18,18806100,0.0,0.0
2025-10-09 00:00:00-04:00,68.06,69.66,67.89,69.55,13410900,0.0,0.0
2025-10-08 00:00:00-04:00,69.09,69.43,68.67,68.91,13051800,0.0,0.0
2025-10-07 00:00:00-04:00,68.91,71.58,68.9,71.23,17368000,0.0,0.0
2025-10-06 00:00:00-04:00,71.17,72.39,71.01,72.02,14039600,0.0,0.0
2025-10-03 00:00:00-04:00,71.93,74.78,71.92,74.78,18794900,0.0,0.0
2025-10-02 00:00:00-04:00,74.57,76.97,73.88,75.0,26254400,0.0,0.0
2025-10-01 00:00:00-04:00,74.2,74.69,71.61,74.35,57921900,0.0,0.0
2025-09-30 00:00:00-04:00,69.73,70.21,68.82,70.07,40567700,0.0,0.0
2025-09-29 00:00:00-04:00,69.55,69.96,68.74,69.77,18479300,0.0,0.0
2025-09-26 00:00:00-04:00,69.31,69.44,68.03,69.38,15627600,0.0,0.0
2025-09-25 00:00:00-04:00,69.24,71.16,69.05,71.16,13075300,0.0,0.0
2025-09-24 00:00:00-04:00,71.22,71.53,70.45,70.67,10024500,0.0,0.0
2025-09-23 00:00:00-04:00,70.93,72.42,70.73,71.57,10432400,0.0,0.0
2025-09-22 00:00:00-04:00,71.28,72.49,70.43,70.79,12336300,0.0,0.0
2025-09-19 00:00:00-04:00,70.89,72.25,70.74,72.01,33415600,0.0,0.0
2025-09-18 00:00:00-04:00,72.1,73.6,71.63,73.44,14918400,0.0,0.0
2025-09-17 00:00:00-04:00,72.31,73.32,71.61,73.07,11108700,0.0,0.0
2025-09-16 00:00:00-04:00,72.75,73.38,72.09,72.8,8813600,0.0,0.0
2025-09-15 00:00:00-04:00,73.03,73.21,72.58,73.18,10323800,0.0,0.0
2025-09-12 00:00:00-04:00,73.0,74.28,71.93,74.24,11806000,0.0,0.0
2025-09-11 00:00:00-04:00,74.33,75.53,74.01,74.41,9803400,0.0,0.0
2025-09-10 00:00:00-04:00,74.25,75.46,73.33,75.25,11359300,0.0,0.0
2025-09-09 00:00:00-04:00,73.6,74.55,73.05,73.99,8740200,0.0,0.0
2025-09-08 00:00:00-04:00,74.15,74.58,73.71,74.26,13793300,0.0,0.0
2025-09-05 00:00:00-04:00,73.91,75.41,73.63,74.8,13758400,0.0,0.0
2025-09-04 00:00:00-04:00,75.35,75.77,74.51,74.75,11096200,0.0,0.0
2025-09-03 00:00:00-04:00,74.74,75.18,73.91,74.4,8300100,0.0,0.0
2025-09-02 00:00:00-04:00,74.29,76.05,74.0,75.64,15078700,0.4,0.0
2025-08-29 00:00:00-04:00,76.97,78.72,76.72,77.35,14208800,0.0,0.0
2025-08-28 00:00:00-04:00,77.52,78.25,77.32,78.17,7478600,0.0,0.0
2025-08-27 00:00:00-04:00,77.66,79.1,77.25,78.55,12636700,0.0,0.0
2025-08-26 00:00:00-04:00,78.24,79.07,77.97,78.59,6874800,0.0,0.0
2025-08-25 00:00:00-04:00,78.76,79.76,77.98,78.06,12488900,0.0,0.0
2025-08-22 00:00:00-04:00,77.97,78.73,75.86,76.14,10985900,0.0,0.0
2025-08-21 00:00:00-04:00,75.79,75.84,74.74,75.31,6354900,0.0,0.0
2025-08-20 00:00:00-04:00,75.87,77.16,75.77,76.29,6282600,0.0,0.0
2025-08-19 00:00:00-04:00,76.48,78.38,76.28,77.8,7684800,0.0,0.0
2025-08-18 00:00:00-04:00,77.03,77.86,76.45,76.71,9069100,0.0,0.0
2025-08-15 00:00:00-04:00,76.57,77.1,75.77,76.34,9767700,0.0,0.0
2025-08-14 00:00:00-04:00,76.0,76.2,74.96,75.52,7990500,0.0,0.0
2025-08-13 00:00:00-04:00,76.8,77.29,74.8,75.09,13472600,0.0,0.0
2025-08-12 00:00:00-04:00,74.51,75.33,73.96,74.33,6397700,0.0,0.0
2025-08-11 00:00:00-04:00,73.64,74.4,72.67,73.94,6985700,0.0,0.0
2025-08-08 00:00:00-04:00,73.81,74.57,73.01,73.82,6739000,0.0,0.0
2025-08-07 00:00:00-04:00,73.97,75.96,73.62,75.93,8717600,0.0,0.0
2025-08-06 00:00:00-04:00,75.09,75.59,73.87,74.08,7579800,0.0,0.0
2025-08-05 00:00:00-04:00,74.0,75.32,73.86,74.52,6533800,0.0,0.0
2025-08-04 00:00:00-04:00,74.43,74.87,73.78,74.64,8839000,0.0,0.0
2025-08-01 00:00:00-04:00,74.23,74.31,72.16,73.06,11911600,0.0,0.0
2025-07-31 00:00:00-04:00,74.3,76.01,73.93,75.96,16700000,0.0,0.0
2025-07-30 00:00:00-04:00,76.28,77.9,75.57,77.38,14601700,0.0,0.0
2025-07-29 00:00:00-04:00,77.93,78.96,77.36,78.35,12885500,0.0,0.0
2025-07-28 00:00:00-04:00,78.83,79.58,77.16,78.59,22631100,0.0,0.0
2025-07-25 00:00:00-04:00,75.88,76.17,75.14,75.52,7208400,0.0,0.0
2025-07-24 00:00:00-04:00,75.03,77.14,75.02,76.11,10037800,0.0,0.0
2025-07-23 00:00:00-04:00,76.35,76.81,75.43,75.76,16428100,0.0,0.0
2025-07-22 00:00:00-04:00,75.0,75.15,73.66,73.69,11297500,0.0,0.0
2025-07-21 00:00:00-04:00,73.64,74.42,72.53,72.55,12743900,0.0,0.0
2025-07-18 00:00:00-04:00,72.1,72.9,71.75,72.9,8801000,0.0,0.0
2025-07-17 00:00:00-04:00,72.6,72.83,71.67,71.75,9180400,0.0,0.0
2025-07-16 00:00:00-04:00,71.73,72.33,70.78,71.53,9008600,0.0,0.0
2025-07-15 00:00:00-04:00,71.62,72.5,71.21,71.89,9708300,0.0,0.0
2025-07-14 00:00:00-04:00,71.88,72.2,70.66,71.97,11385400,0.0,0.0
2025-07-11 00:00:00-04:00,72.25,73.46,72.03,73.31,12771400,0.0,0.0
2025-07-10 00:00:00-04:00,74.23,75.11,72.57,72.74,13033000,0.0,0.0
2025-07-09 00:00:00-04:00,73.18,74.53,73.04,73.75,12076700,0.0,0.0
2025-07-08 00:00:00-04:00,73.54,75.91,73.27,75.74,19572400,0.0,0.0
2025-07-07 00:00:00-04:00,76.13,77.1,75.46,75.65,17296900,0.0,0.0
2025-07-03 00:00:00-04:00,76.0,76.63,75.19,75.88,12022600,0.0,0.0
2025-07-02 00:00:00-04:00,76.0,76.44,72.62,72.79,36882300,0.0,0.0
2025-07-01 00:00:00-04:00,73.03,73.56,71.46,71.62,27512900,0.0,0.0
2025-06-30 00:00:00-04:00,70.67,71.34,69.7,71.08,31090400,0.0,0.0
2025-06-27 00:00:00-04:00,71.67,73.81,69.33,69.43,117530300,0.0,0.0
2025-06-26 00:00:00-04:00,62.22,62.41,60.51,61.24,39659800,0.0,0.0
2025-06-25 00:00:00-04:00,60.52,61.21,60.05,61.13,12186200,0.0,0.0
2025-06-24 00:00:00-04:00,61.1,61.66,60.17,61.01,12564000,0.0,0.0
2025-06-23 00:00:00-04:00,60.47,60.98,59.13,59.27,15921300,0.0,0.0
2025-06-20 00:00:00-04:00,59.48,59.73,58.88,59.44,19084000,0.0,0.0
2025-06-18 00:00:00-04:00,59.2,60.14,59.06,59.69,14194300,0.0,0.0
2025-06-17 00:00:00-04:00,59.69,60.98,59.37,60.98,13649700,0.0,0.0
2025-06-16 00:00:00-04:00,61.58,61.86,60.92,61.06,13681600,0.0,0.0
2025-06-13 00:00:00-04:00,60.22,62.46,59.8,61.43,16509700,0.0,0.0
2025-06-12 00:00:00-04:00,62.48,62.6,61.44,62.42,9830500,0.0,0.0
2025-06-11 00:00:00-04:00,62.78,64.51,62.26,64.07,10238700,0.0,0.0
2025-06-10 00:00:00-04:00,63.54,63.83,61.93,62.06,15287000,0.0,0.0
2025-06-09 00:00:00-04:00,61.59,63.16,61.56,62.97,11640000,0.0,0.0
2025-06-06 00:00:00-04:00,62.48,62.76,61.8,62.35,13299600,0.0,0.0
2025-06-05 00:00:00-04:00,62.35,63.33,61.91,62.61,12336300,0.0,0.0
2025-06-04 00:00:00-04:00,62.45,62.71,61.95,62.06,10242300,0.0,0.0
2025-06-03 00:00:00-04:00,62.05,62.13,60.15,60.92,10286100,0.0,0.0
2025-06-02 00:00:00-04:00,61.25,61.28,59.29,59.74,14065300,0.4,0.0
2025-05-30 00:00:00-04:00,59.88,60.4,59.39,60.28,18155100,0.0,0.0
2025-05-29 00:00:00-04:00,60.72,62.16,60.41,61.76,12218000,0.0,0.0
2025-05-28 00:00:00-04:00,61.05,62.37,60.84,62.0,10015600,0.0,0.0
2025-05-27 00:00:00-04:00,62.09,62.1,60.13,60.41,16642100,0.0,0.0
2025-05-23 00:00:00-04:00,59.32,59.67,58.79,59.16,14282400,0.0,0.0
2025-05-22 00:00:00-04:00,60.6,60.9,59.45,59.87,16764500,0.0,0.0
2025-05-21 00:00:00-04:00,59.28,61.04,59.18,60.45,17354700,0.0,0.0
2025-05-20 00:00:00-04:00,61.83,62.45,61.55,61.77,10771800,0.0,0.0
2025-05-19 00:00:00-04:00,61.35,61.7,61.04,61.42,15105300,0.0,0.0
2025-05-16 00:00:00-04:00,62.37,63.0,61.77,61.77,12950600,0.0,0.0
2025-05-15 00:00:00-04:00,61.67,61.94,59.71,59.93,14371100,0.0,0.0
2025-05-14 00:00:00-04:00,61.01,62.13,60.8,61.32,13736300,0.0,0.0
2025-05-13 00:00:00-04:00,61.66,62.04,61.24,61.88,17003100,0.0,0.0
2025-05-12 00:00:00-04:00,61.85,62.73,61.08,61.65,29776600,0.0,0.0
2025-05-09 00:00:00-04:00,57.62,58.68,57.54,58.45,13954400,0.0,0.0
2025-05-08 00:00:00-04:00,58.22,59.68,58.11,58.99,19009000,0.0,0.0
2025-05-07 00:00:00-04:00,57.93,58.12,56.88,57.19,11883500,0.0,0.0
2025-05-06 00:00:00-04:00,56.37,57.04,56.12,56.48,11440300,0.0,0.0
