Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-11-25 00:00:00-05:00,3.51,3.71,3.4,3.69,137765,0.0,0.0
2025-11-24 00:00:00-05:00,3.5,3.58,3.45,3.53,57314,0.0,0.0
2025-11-21 00:00:00-05:00,3.47,3.56,3.41,3.51,32664,0.0,0.0
2025-11-20 00:00:00-05:00,3.49,3.58,3.44,3.46,59300,0.0,0.0
2025-11-19 00:00:00-05:00,3.42,3.52,3.41,3.42,44800,0.0,0.0
2025-11-18 00:00:00-05:00,3.27,3.43,3.25,3.38,94200,0.0,0.0
2025-11-17 00:00:00-05:00,3.53,3.65,3.2,3.33,242200,0.0,0.0
2025-11-14 00:00:00-05:00,3.34,3.61,3.3,3.49,225300,0.0,0.0
2025-11-13 00:00:00-05:00,3.78,3.78,3.22,3.33,381900,0.0,0.0
2025-11-12 00:00:00-05:00,3.66,3.81,3.6,3.8,168800,0.0,0.0
2025-11-11 00:00:00-05:00,3.65,3.7,3.62,3.67,48200,0.0,0.0
2025-11-10 00:00:00-05:00,3.8,3.8,3.57,3.63,198500,0.0,0.0
2025-11-07 00:00:00-05:00,3.63,3.76,3.62,3.73,55500,0.0,0.0
2025-11-06 00:00:00-05:00,3.85,3.85,3.68,3.68,34800,0.0,0.0
2025-11-05 00:00:00-05:00,3.67,3.9,3.65,3.82,245400,0.0,0.0
2025-11-04 00:00:00-05:00,3.77,3.8,3.66,3.7,66000,0.0,0.0
2025-11-03 00:00:00-05:00,3.74,3.83,3.64,3.8,181900,0.0,0.0
2025-10-31 00:00:00-04:00,3.61,3.82,3.57,3.79,173500,0.0,0.0
2025-10-30 00:00:00-04:00,3.57,3.65,3.52,3.61,119500,0.0,0.0
2025-10-29 00:00:00-04:00,3.69,3.73,3.53,3.56,117600,0.0,0.0
2025-10-28 00:00:00-04:00,3.85,3.85,3.53,3.64,667400,0.0,0.0
2025-10-27 00:00:00-04:00,3.8,3.92,3.75,3.76,180300,0.0,0.0
2025-10-24 00:00:00-04:00,3.75,4.04,3.7,3.86,372600,0.0,0.0
2025-10-23 00:00:00-04:00,3.69,3.76,3.55,3.58,350600,0.0,0.0
2025-10-22 00:00:00-04:00,3.84,3.89,3.57,3.65,238900,0.0,0.0
2025-10-21 00:00:00-04:00,3.8,3.9,3.68,3.85,120200,0.0,0.0
2025-10-20 00:00:00-04:00,3.75,3.99,3.75,3.81,146700,0.0,0.0
2025-10-17 00:00:00-04:00,3.8,3.88,3.66,3.7,187100,0.0,0.0
2025-10-16 00:00:00-04:00,4.0,4.16,3.75,3.8,397500,0.0,0.0
2025-10-15 00:00:00-04:00,4.17,4.4,3.97,4.0,567500,0.0,0.0
2025-10-14 00:00:00-04:00,3.96,4.25,3.73,4.15,664300,0.0,0.0
2025-10-13 00:00:00-04:00,4.15,4.15,3.96,4.05,79400,0.0,0.0
2025-10-10 00:00:00-04:00,4.34,4.4,4.03,4.11,175900,0.0,0.0
2025-10-09 00:00:00-04:00,4.16,4.4,4.16,4.35,144700,0.0,0.0
2025-10-08 00:00:00-04:00,4.18,4.44,4.09,4.21,179800,0.0,0.0
2025-10-07 00:00:00-04:00,4.04,4.19,3.91,4.15,146000,0.0,0.0
2025-10-06 00:00:00-04:00,4.2,4.24,4.0,4.09,164400,0.0,0.0
2025-10-03 00:00:00-04:00,4.04,4.18,4.0,4.18,131500,0.0,0.0
2025-10-02 00:00:00-04:00,4.17,4.26,4.0,4.06,129800,0.0,0.0
2025-10-01 00:00:00-04:00,3.88,4.2,3.86,4.19,139800,0.0,0.0
2025-09-30 00:00:00-04:00,3.88,3.93,3.8,3.92,100100,0.0,0.0
2025-09-29 00:00:00-04:00,3.88,3.95,3.82,3.89,103700,0.0,0.0
2025-09-26 00:00:00-04:00,3.73,3.86,3.7,3.81,92700,0.0,0.0
2025-09-25 00:00:00-04:00,3.75,3.85,3.7,3.79,60100,0.0,0.0
2025-09-24 00:00:00-04:00,3.73,3.87,3.68,3.83,227300,0.0,0.0
2025-09-23 00:00:00-04:00,3.8,3.89,3.65,3.65,123000,0.0,0.0
2025-09-22 00:00:00-04:00,3.58,3.84,3.47,3.82,231600,0.0,0.0
2025-09-19 00:00:00-04:00,3.53,3.68,3.46,3.54,244000,0.0,0.0
2025-09-18 00:00:00-04:00,3.73,3.82,3.52,3.52,295500,0.0,0.0
2025-09-17 00:00:00-04:00,3.83,3.93,3.62,3.7,488900,0.0,0.0
2025-09-16 00:00:00-04:00,3.89,4.0,3.86,3.93,65100,0.0,0.0
2025-09-15 00:00:00-04:00,3.89,3.97,3.85,3.91,61000,0.0,0.0
2025-09-12 00:00:00-04:00,3.88,4.06,3.85,3.95,78700,0.0,0.0
2025-09-11 00:00:00-04:00,3.84,4.05,3.84,3.93,152300,0.0,0.0
