Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2025-09-29 00:00:00-04:00,,,,,0,0.15,5.0
2024-04-30 00:00:00-04:00,31.76,31.76,31.76,31.76,15900,0.0,0.0
