Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2025-12-04 00:00:00-05:00,42.81,0.0,42.99,38.89,39.38,4891289,0.0
2025-12-03 00:00:00-05:00,40.02,0.0,40.3,36.93,37.36,4917000,0.0
2025-12-02 00:00:00-05:00,37.68,0.0,45.45,37.0,44.58,14390400,0.0
2025-12-01 00:00:00-05:00,43.57,0.0,44.23,41.33,41.79,4636100,0.0
2025-11-28 00:00:00-05:00,45.0,0.0,45.47,42.92,43.52,3185700,0.0
2025-11-26 00:00:00-05:00,42.37,0.0,42.65,39.52,40.01,3949900,0.0
2025-11-25 00:00:00-05:00,39.96,0.0,40.16,36.78,37.47,5113400,0.0
2025-11-24 00:00:00-05:00,39.26,0.0,39.43,34.84,34.9,5943600,0.0
2025-11-21 00:00:00-05:00,34.34,0.0,35.07,31.67,33.01,7261900,0.0
2025-11-20 00:00:00-05:00,33.76,0.0,41.06,33.38,40.17,10315900,0.0
2025-11-19 00:00:00-05:00,37.54,0.0,39.99,36.68,39.1,5577000,0.0
2025-11-18 00:00:00-05:00,38.67,0.0,39.87,36.42,36.7,6886100,0.0
2025-11-17 00:00:00-05:00,37.7,0.0,39.07,35.5,35.88,7121200,0.0
2025-11-14 00:00:00-05:00,36.94,0.0,39.9,33.4,33.7,10567600,0.0
2025-11-13 00:00:00-05:00,36.02,0.0,41.39,35.72,39.17,12287800,0.0
2025-11-12 00:00:00-05:00,41.73,0.0,45.75,39.86,44.92,6956200,0.0
2025-11-11 00:00:00-05:00,43.91,0.0,46.42,42.2,45.74,7169700,0.0
2025-11-10 00:00:00-05:00,47.17,0.0,48.73,44.74,46.95,9491800,0.0
2025-11-07 00:00:00-05:00,44.59,0.0,45.19,40.14,41.28,7305200,0.0
2025-11-06 00:00:00-05:00,43.37,0.0,46.48,42.38,46.41,7385200,0.0
2025-11-05 00:00:00-05:00,47.0,0.0,51.36,46.86,50.04,8304500,0.0
2025-11-04 00:00:00-05:00,48.11,0.0,53.83,45.03,50.39,13124900,0.0
2025-11-03 00:00:00-05:00,55.0,0.0,55.55,50.65,54.0,13903400,0.0
2025-10-31 00:00:00-04:00,50.66,0.0,52.77,48.36,50.58,5966500,0.0
2025-10-30 00:00:00-04:00,48.57,0.0,51.09,47.56,48.67,6152700,0.0
2025-10-29 00:00:00-04:00,51.92,0.0,53.61,48.92,51.03,6508200,0.0
2025-10-28 00:00:00-04:00,50.23,0.0,54.84,49.47,50.69,7101400,0.0
2025-10-27 00:00:00-04:00,49.8,0.0,50.5,47.76,48.65,5479700,0.0
2025-10-24 00:00:00-04:00,47.66,0.0,48.0,41.8,43.23,9821800,0.0
2025-10-23 00:00:00-04:00,40.64,0.0,41.78,38.19,39.04,6522800,0.0
2025-10-22 00:00:00-04:00,38.84,0.0,46.51,36.2,46.0,18572800,0.0
2025-10-21 00:00:00-04:00,46.92,0.0,48.92,45.62,48.86,7270900,0.0
2025-10-20 00:00:00-04:00,49.92,0.0,52.32,48.55,51.93,7154200,0.0
2025-10-17 00:00:00-04:00,48.46,0.0,48.76,45.31,46.38,7436300,0.0
2025-10-16 00:00:00-04:00,48.78,0.0,54.45,48.67,54.19,8061500,0.0
2025-10-15 00:00:00-04:00,53.91,0.0,57.29,51.98,53.08,13599500,0.0
2025-10-14 00:00:00-04:00,49.94,0.0,52.4,43.41,46.45,11726800,0.0
2025-10-13 00:00:00-04:00,49.11,0.0,49.13,43.91,45.84,6944700,0.0
2025-10-10 00:00:00-04:00,43.57,0.0,51.3,42.88,49.13,11113300,0.0
2025-10-09 00:00:00-04:00,46.36,0.0,46.59,43.6,44.0,5004600,0.0
2025-10-08 00:00:00-04:00,44.6,0.0,45.25,42.12,42.3,8711400,0.0
2025-10-07 00:00:00-04:00,41.73,0.0,43.41,38.89,42.75,5856600,0.0
2025-10-06 00:00:00-04:00,41.42,0.0,42.39,40.91,41.5,5503100,0.0
2025-10-03 00:00:00-04:00,40.1,0.0,41.64,38.9,39.75,7170600,0.0
2025-10-02 00:00:00-04:00,39.04,0.0,39.32,36.69,37.27,5817000,0.0
2025-10-01 00:00:00-04:00,36.53,0.0,37.45,34.54,35.26,5969700,0.0
2025-09-30 00:00:00-04:00,34.81,0.0,35.15,33.91,34.66,3053300,0.0
2025-09-29 00:00:00-04:00,34.85,0.0,35.53,33.93,34.07,4814400,0.0
2025-09-26 00:00:00-04:00,33.16,0.0,34.99,32.28,34.9,5589200,0.0
2025-09-25 00:00:00-04:00,34.88,0.0,36.69,33.68,35.92,8829700,0.0
2025-09-24 00:00:00-04:00,37.86,0.0,38.14,35.69,36.27,7194000,0.0
2025-09-23 00:00:00-04:00,35.42,0.0,38.99,35.08,38.16,8555100,0.0
2025-09-22 00:00:00-04:00,37.87,0.0,38.34,34.36,35.67,6618600,0.0
2025-09-19 00:00:00-04:00,36.24,0.0,37.62,35.63,37.1,9566500,0.0
2025-09-18 00:00:00-04:00,37.38,0.0,39.47,37.35,38.4,8937000,0.0
2025-09-17 00:00:00-04:00,37.79,0.0,38.36,33.9,33.99,9526100,0.0
2025-09-16 00:00:00-04:00,35.03,0.0,35.65,33.8,34.62,5853100,0.0
2025-09-15 00:00:00-04:00,34.19,0.0,34.21,32.35,33.12,4207700,0.0
2025-09-12 00:00:00-04:00,32.44,0.0,32.83,31.79,32.22,3817500,0.0
2025-09-11 00:00:00-04:00,31.96,0.0,32.22,30.66,31.13,4634000,0.0
2025-09-10 00:00:00-04:00,30.95,0.0,31.93,29.75,30.14,7678400,0.0
2025-09-09 00:00:00-04:00,29.3,0.0,29.34,26.19,26.67,9270700,0.0
2025-09-08 00:00:00-04:00,25.48,0.0,26.16,25.45,25.49,3877400,0.0
2025-09-05 00:00:00-04:00,25.38,0.0,27.16,24.2,26.39,5256800,0.0
2025-09-04 00:00:00-04:00,25.61,0.0,27.81,25.53,27.6,6387300,0.0
2025-09-03 00:00:00-04:00,27.67,0.0,28.66,26.25,27.79,11114700,0.0
2025-09-02 00:00:00-04:00,27.4,0.0,27.53,24.77,25.82,4428100,0.0
2025-08-29 00:00:00-04:00,26.73,0.0,27.08,26.05,26.41,4096700,0.0
2025-08-28 00:00:00-04:00,26.51,0.0,27.22,26.31,27.0,4308300,0.0
2025-08-27 00:00:00-04:00,26.35,0.0,27.4,25.6,26.0,6086700,0.0
2025-08-26 00:00:00-04:00,25.91,0.0,26.37,23.03,23.1,8850400,0.0
2025-08-25 00:00:00-04:00,23.45,0.0,23.62,21.89,22.58,3306900,0.0
2025-08-22 00:00:00-04:00,23.37,0.0,23.5,21.0,21.41,5636400,0.0
2025-08-21 00:00:00-04:00,21.37,0.0,22.16,21.01,22.16,4209700,0.0
2025-08-20 00:00:00-04:00,22.31,0.0,22.32,20.69,22.25,4290700,0.0
2025-08-19 00:00:00-04:00,21.98,0.0,24.43,21.5,24.35,6620900,0.0
2025-08-18 00:00:00-04:00,24.42,0.0,24.77,22.53,23.3,5945600,0.0
2025-08-15 00:00:00-04:00,23.32,0.0,23.9,22.8,23.55,4728000,0.0
2025-08-14 00:00:00-04:00,23.8,0.0,23.87,21.32,21.57,9120200,0.0
2025-08-13 00:00:00-04:00,22.36,0.0,22.48,21.67,21.91,4859000,0.0
2025-08-12 00:00:00-04:00,21.58,0.0,21.62,20.4,20.6,4121700,0.0
2025-08-11 00:00:00-04:00,20.57,0.0,21.31,19.7,19.7,6131300,0.0
2025-08-08 00:00:00-04:00,19.45,0.0,20.21,18.68,20.15,5391400,0.0
2025-08-07 00:00:00-04:00,20.02,0.0,21.71,19.12,21.16,5940400,0.0
2025-08-06 00:00:00-04:00,20.69,0.0,20.7,19.97,20.27,3130400,0.0
2025-08-05 00:00:00-04:00,20.27,0.0,21.08,19.92,21.07,3364700,0.0
2025-08-04 00:00:00-04:00,21.19,0.0,21.19,19.49,19.97,3189200,0.0
2025-08-01 00:00:00-04:00,19.78,0.0,20.28,19.1,19.85,4766500,0.0
2025-07-31 00:00:00-04:00,21.23,0.0,21.99,20.04,20.27,7835200,0.0
2025-07-30 00:00:00-04:00,19.82,0.0,20.03,19.37,19.74,3433700,0.0
2025-07-29 00:00:00-04:00,19.7,0.0,20.55,19.24,20.49,3411600,0.0
2025-07-28 00:00:00-04:00,20.33,0.0,20.93,20.12,20.78,2039900,0.0
2025-07-25 00:00:00-04:00,20.38,0.0,21.0,19.98,21.0,3410000,0.0
2025-07-24 00:00:00-04:00,21.14,0.0,21.73,21.06,21.36,3316700,0.0
2025-07-23 00:00:00-04:00,21.65,0.0,21.84,20.78,21.4,4046100,0.0
2025-07-22 00:00:00-04:00,21.4,0.0,21.76,20.38,21.76,4055000,0.0
2025-07-21 00:00:00-04:00,21.34,0.0,22.77,21.2,21.86,5032100,0.0
