Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-11-20 00:00:00-05:00,0.04,0.04,0.03,0.03,174600,0.0,0.0
2025-11-19 00:00:00-05:00,0.04,0.04,0.04,0.04,32300,0.0,0.0
2025-11-18 00:00:00-05:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-11-17 00:00:00-05:00,0.04,0.04,0.04,0.04,3000,0.0,0.0
2025-11-14 00:00:00-05:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-11-13 00:00:00-05:00,0.04,0.04,0.04,0.04,9200,0.0,0.0
2025-11-12 00:00:00-05:00,0.04,0.04,0.04,0.04,58500,0.0,0.0
2025-11-11 00:00:00-05:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-11-10 00:00:00-05:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-11-07 00:00:00-05:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-11-06 00:00:00-05:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-11-05 00:00:00-05:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-11-04 00:00:00-05:00,0.04,0.04,0.04,0.04,17000,0.0,0.0
2025-11-03 00:00:00-05:00,0.04,0.04,0.04,0.04,156000,0.0,0.0
2025-10-31 00:00:00-04:00,0.04,0.04,0.04,0.04,13900,0.0,0.0
2025-10-30 00:00:00-04:00,0.04,0.04,0.04,0.04,135000,0.0,0.0
2025-10-29 00:00:00-04:00,0.04,0.04,0.04,0.04,15000,0.0,0.0
2025-10-28 00:00:00-04:00,0.04,0.04,0.04,0.04,15000,0.0,0.0
2025-10-27 00:00:00-04:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-10-24 00:00:00-04:00,0.04,0.04,0.04,0.04,155400,0.0,0.0
2025-10-23 00:00:00-04:00,0.03,0.03,0.03,0.03,0,0.0,0.0
2025-10-22 00:00:00-04:00,0.04,0.04,0.03,0.03,21500,0.0,0.0
2025-10-21 00:00:00-04:00,0.04,0.04,0.04,0.04,29300,0.0,0.0
2025-10-20 00:00:00-04:00,0.04,0.04,0.04,0.04,4600,0.0,0.0
2025-10-17 00:00:00-04:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-10-16 00:00:00-04:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-10-15 00:00:00-04:00,0.04,0.04,0.04,0.04,1000,0.0,0.0
2025-10-14 00:00:00-04:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-10-13 00:00:00-04:00,0.04,0.04,0.04,0.04,166000,0.0,0.0
2025-10-10 00:00:00-04:00,0.04,0.04,0.04,0.04,8000,0.0,0.0
2025-10-09 00:00:00-04:00,0.04,0.04,0.04,0.04,23000,0.0,0.0
2025-10-08 00:00:00-04:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-10-07 00:00:00-04:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-10-06 00:00:00-04:00,0.03,0.04,0.03,0.04,19500,0.0,0.0
2025-10-03 00:00:00-04:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-10-02 00:00:00-04:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-10-01 00:00:00-04:00,0.04,0.04,0.04,0.04,188500,0.0,0.0
2025-09-30 00:00:00-04:00,0.04,0.04,0.04,0.04,3000,0.0,0.0
2025-09-29 00:00:00-04:00,0.04,0.04,0.04,0.04,5100,0.0,0.0
2025-09-26 00:00:00-04:00,0.04,0.04,0.04,0.04,47000,0.0,0.0
2025-09-25 00:00:00-04:00,0.04,0.04,0.04,0.04,24800,0.0,0.0
2025-09-24 00:00:00-04:00,0.04,0.04,0.04,0.04,0,0.0,0.0
2025-09-23 00:00:00-04:00,0.04,0.04,0.04,0.04,229400,0.0,0.0
2025-09-22 00:00:00-04:00,0.04,0.04,0.04,0.04,292300,0.0,0.0
2025-09-19 00:00:00-04:00,0.03,0.04,0.03,0.04,85400,0.0,0.0
2025-09-18 00:00:00-04:00,0.04,0.04,0.04,0.04,74000,0.0,0.0
