Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2025-11-24 00:00:00-05:00,29.86,0.0,32.53,29.57,29.57,13810,0.0
2025-11-21 00:00:00-05:00,29.56,0.0,31.25,29.56,30.23,10075,0.0
2025-11-20 00:00:00-05:00,31.53,0.0,32.24,31.2,32.24,11800,0.0
2025-11-19 00:00:00-05:00,32.24,0.0,33.16,30.78,30.78,21300,0.0
2025-11-18 00:00:00-05:00,30.11,0.0,30.8,29.5,29.7,16400,0.0
2025-11-17 00:00:00-05:00,30.15,0.0,30.74,29.4,30.74,26800,0.0
2025-11-14 00:00:00-05:00,30.8,0.0,30.89,29.71,30.89,15300,0.0
2025-11-13 00:00:00-05:00,31.27,0.0,31.31,29.96,31.31,13000,0.0
2025-11-12 00:00:00-05:00,31.0,0.0,31.73,28.66,29.56,17900,0.0
2025-11-11 00:00:00-05:00,29.1,0.0,33.06,28.14,28.14,13500,0.0
2025-11-10 00:00:00-05:00,27.99,0.0,28.84,25.8,25.91,10000,0.0
2025-11-07 00:00:00-05:00,26.02,0.0,27.0,24.31,24.31,17600,0.0
2025-11-06 00:00:00-05:00,25.47,0.0,25.94,25.31,25.94,5100,0.0
2025-11-05 00:00:00-05:00,24.24,0.0,24.54,22.45,22.46,6400,0.0
2025-11-04 00:00:00-05:00,24.92,0.0,24.92,23.01,23.01,5300,0.0
2025-11-03 00:00:00-05:00,23.4,0.0,25.3,20.23,20.23,14200,0.0
2025-10-31 00:00:00-04:00,21.75,0.0,21.89,20.04,20.04,3100,0.0
2025-10-30 00:00:00-04:00,21.07,0.0,21.07,21.07,21.07,0,0.0
2025-10-29 00:00:00-04:00,21.07,0.0,21.07,19.8,19.84,6100,0.0
2025-10-28 00:00:00-04:00,20.89,0.0,21.99,20.2,21.34,11600,0.0
2025-10-27 00:00:00-04:00,21.19,0.0,21.5,20.5,20.5,2300,0.0
2025-10-24 00:00:00-04:00,20.9,0.0,20.9,19.5,19.5,1800,0.0
2025-10-23 00:00:00-04:00,20.84,0.0,20.95,20.5,20.5,800,0.0
2025-10-22 00:00:00-04:00,20.79,0.0,21.07,19.83,20.27,2400,0.0
2025-10-21 00:00:00-04:00,21.0,0.0,21.2,20.3,20.3,2200,0.0
2025-10-20 00:00:00-04:00,20.61,0.0,20.61,20.55,20.55,800,0.0
2025-10-17 00:00:00-04:00,20.23,0.0,20.23,20.2,20.2,3500,0.0
