Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Capital Gains
2025-12-01 00:00:00-05:00,96.69,96.83,96.68,96.77,9770778,0.0,0.0,0.0
2025-11-28 00:00:00-05:00,97.5,97.65,97.39,97.63,7798000,0.0,0.0,0.0
2025-11-26 00:00:00-05:00,97.67,97.67,97.33,97.48,7747100,0.0,0.0,0.0
2025-11-25 00:00:00-05:00,97.59,97.7,97.43,97.44,9193400,0.0,0.0,0.0
2025-11-24 00:00:00-05:00,97.34,97.36,97.18,97.29,6903900,0.0,0.0,0.0
2025-11-21 00:00:00-05:00,97.19,97.23,97.0,97.19,12551100,0.0,0.0,0.0
2025-11-20 00:00:00-05:00,96.87,96.95,96.7,96.74,9076400,0.0,0.0,0.0
2025-11-19 00:00:00-05:00,96.64,96.86,96.6,96.81,13075900,0.0,0.0,0.0
2025-11-18 00:00:00-05:00,96.71,96.93,96.57,96.84,8769000,0.0,0.0,0.0
2025-11-17 00:00:00-05:00,96.55,96.62,96.49,96.54,6648500,0.0,0.0,0.0
2025-11-14 00:00:00-05:00,96.44,96.93,96.42,96.88,11288500,0.0,0.0,0.0
2025-11-13 00:00:00-05:00,96.6,96.8,96.6,96.65,46965300,0.0,0.0,0.0
2025-11-12 00:00:00-05:00,96.88,96.95,96.78,96.81,7188200,0.0,0.0,0.0
2025-11-11 00:00:00-05:00,96.86,96.89,96.73,96.81,4937700,0.0,0.0,0.0
2025-11-10 00:00:00-05:00,96.56,96.65,96.51,96.57,9097300,0.0,0.0,0.0
2025-11-07 00:00:00-05:00,96.69,96.86,96.55,96.56,11460300,0.0,0.0,0.0
2025-11-06 00:00:00-05:00,96.65,96.72,96.51,96.52,7665000,0.0,0.0,0.0
2025-11-05 00:00:00-05:00,96.16,96.47,96.13,96.45,11749200,0.0,0.0,0.0
2025-11-04 00:00:00-05:00,96.62,96.67,96.55,96.57,6119000,0.0,0.0,0.0
2025-11-03 00:00:00-05:00,96.5,96.56,96.37,96.42,8012500,0.304,0.0,0.0
2025-10-31 00:00:00-04:00,96.55,96.65,96.49,96.57,9739900,0.0,0.0,0.0
2025-10-30 00:00:00-04:00,96.51,96.66,96.35,96.37,8958800,0.0,0.0,0.0
2025-10-29 00:00:00-04:00,96.65,97.22,96.6,97.22,11223300,0.0,0.0,0.0
2025-10-28 00:00:00-04:00,97.27,97.32,97.12,97.12,5539600,0.0,0.0,0.0
2025-10-27 00:00:00-04:00,97.18,97.18,96.9,97.03,7272300,0.0,0.0,0.0
2025-10-24 00:00:00-04:00,97.18,97.23,97.02,97.21,7555200,0.0,0.0,0.0
2025-10-23 00:00:00-04:00,97.09,97.27,97.07,97.21,6138300,0.0,0.0,0.0
2025-10-22 00:00:00-04:00,97.41,97.46,97.25,97.34,6523500,0.0,0.0,0.0
2025-10-21 00:00:00-04:00,97.39,97.46,97.32,97.38,7642000,0.0,0.0,0.0
2025-10-20 00:00:00-04:00,97.21,97.22,97.06,97.14,10437800,0.0,0.0,0.0
2025-10-17 00:00:00-04:00,97.08,97.17,96.96,97.15,12491000,0.0,0.0,0.0
2025-10-16 00:00:00-04:00,97.24,97.28,96.7,96.72,11627200,0.0,0.0,0.0
2025-10-15 00:00:00-04:00,96.8,97.02,96.72,96.9,7769300,0.0,0.0,0.0
2025-10-14 00:00:00-04:00,96.9,96.93,96.68,96.76,7650600,0.0,0.0,0.0
2025-10-13 00:00:00-04:00,96.66,96.69,96.48,96.6,5607600,0.0,0.0,0.0
2025-10-10 00:00:00-04:00,96.61,96.72,96.27,96.35,10417700,0.0,0.0,0.0
2025-10-09 00:00:00-04:00,96.01,96.06,95.93,95.99,7130600,0.0,0.0,0.0
2025-10-08 00:00:00-04:00,96.08,96.26,96.02,96.24,5141900,0.0,0.0,0.0
2025-10-07 00:00:00-04:00,96.06,96.19,95.88,95.94,5119900,0.0,0.0,0.0
2025-10-06 00:00:00-04:00,95.82,96.04,95.81,95.87,6319600,0.0,0.0,0.0
2025-10-03 00:00:00-04:00,96.1,96.34,96.08,96.3,5154300,0.0,0.0,0.0
2025-10-02 00:00:00-04:00,96.29,96.35,96.09,96.15,9420600,0.0,0.0,0.0
2025-10-01 00:00:00-04:00,96.19,96.33,96.04,96.26,8347000,0.294,0.0,0.0
2025-09-30 00:00:00-04:00,95.86,96.16,95.82,95.98,9257800,0.0,0.0,0.0
2025-09-29 00:00:00-04:00,95.9,95.95,95.73,95.74,6357500,0.0,0.0,0.0
2025-09-26 00:00:00-04:00,95.63,95.83,95.54,95.66,7295300,0.0,0.0,0.0
2025-09-25 00:00:00-04:00,95.68,95.73,95.51,95.67,6517500,0.0,0.0,0.0
2025-09-24 00:00:00-04:00,95.88,96.03,95.84,96.02,5419700,0.0,0.0,0.0
2025-09-23 00:00:00-04:00,96.14,96.15,95.89,96.01,7077500,0.0,0.0,0.0
2025-09-22 00:00:00-04:00,95.87,96.06,95.86,96.03,5282700,0.0,0.0,0.0
2025-09-19 00:00:00-04:00,96.03,96.1,95.9,96.02,5528800,0.0,0.0,0.0
2025-09-18 00:00:00-04:00,96.07,96.21,95.91,96.05,7589200,0.0,0.0,0.0
2025-09-17 00:00:00-04:00,96.39,96.92,96.27,96.7,10701700,0.0,0.0,0.0
2025-09-16 00:00:00-04:00,96.6,96.69,96.51,96.55,5847700,0.0,0.0,0.0
2025-09-15 00:00:00-04:00,96.54,96.62,96.5,96.55,4990100,0.0,0.0,0.0
2025-09-12 00:00:00-04:00,96.38,96.44,96.24,96.43,36502700,0.0,0.0,0.0
2025-09-11 00:00:00-04:00,96.66,96.86,96.63,96.64,8554300,0.0,0.0,0.0
2025-09-10 00:00:00-04:00,96.51,96.63,96.36,96.45,8864500,0.0,0.0,0.0
2025-09-09 00:00:00-04:00,96.25,96.54,96.16,96.43,8223100,0.0,0.0,0.0
2025-09-08 00:00:00-04:00,96.48,96.49,96.32,96.42,7599600,0.0,0.0,0.0
