Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-11-24 00:00:00-05:00,5.34,5.49,5.28,5.39,10583,0.0,0.0,0.0
2025-11-21 00:00:00-05:00,5.23,5.43,5.05,5.43,30928,0.0,0.0,0.0
2025-11-20 00:00:00-05:00,5.1,5.39,5.1,5.13,23000,0.0,0.0,0.0
2025-11-19 00:00:00-05:00,5.37,5.39,5.21,5.21,9700,0.0,0.0,0.0
2025-11-18 00:00:00-05:00,5.35,5.43,5.29,5.39,12500,0.0,0.0,0.0
2025-11-17 00:00:00-05:00,5.45,5.6,5.29,5.32,32600,0.0,0.0,0.0
2025-11-14 00:00:00-05:00,5.57,5.57,5.28,5.37,125600,0.0,0.0,0.0
2025-11-13 00:00:00-05:00,5.74,5.79,5.65,5.69,15400,0.0,0.0,0.0
2025-11-12 00:00:00-05:00,5.86,5.9,5.77,5.8,14600,0.0,0.0,0.0
2025-11-11 00:00:00-05:00,5.99,5.99,5.81,5.9,36800,0.0,0.0,0.0
2025-11-10 00:00:00-05:00,5.69,5.98,5.67,5.94,159500,0.0,0.0,0.0
2025-11-07 00:00:00-05:00,5.51,5.68,5.48,5.62,47800,0.0,0.0,0.0
2025-11-06 00:00:00-05:00,5.72,5.74,5.6,5.63,18700,0.0,0.0,0.0
2025-11-05 00:00:00-05:00,5.82,5.82,5.69,5.72,80800,0.0,0.0,0.0
2025-11-04 00:00:00-05:00,5.68,5.82,5.57,5.71,42200,0.0,0.0,0.0
2025-11-03 00:00:00-05:00,5.58,5.81,5.58,5.75,83100,0.0,0.0,0.0
2025-10-31 00:00:00-04:00,5.69,5.81,5.65,5.8,83800,0.0,0.0,0.0
2025-10-30 00:00:00-04:00,5.75,5.82,5.65,5.66,141200,0.0,0.0,0.0
2025-10-29 00:00:00-04:00,5.65,5.83,5.65,5.72,316900,0.0,0.0,0.0
2025-10-28 00:00:00-04:00,5.98,6.07,5.6,5.73,1508800,0.0,0.0,0.0
2025-10-27 00:00:00-04:00,6.22,6.22,6.01,6.02,72400,0.0,0.0,0.0
2025-10-24 00:00:00-04:00,6.21,6.25,6.09,6.2,272700,0.0,0.0,0.0
2025-10-23 00:00:00-04:00,6.0,6.09,5.9,6.08,199800,0.0,0.0,0.0
2025-10-22 00:00:00-04:00,5.95,5.97,5.86,5.88,74700,0.0,0.0,0.0
2025-10-21 00:00:00-04:00,6.14,6.23,5.95,5.98,68700,0.0,0.0,0.0
2025-10-20 00:00:00-04:00,6.16,6.33,6.16,6.17,39500,0.0,0.0,0.0
2025-10-17 00:00:00-04:00,6.21,6.3,6.13,6.17,88000,0.0,0.0,0.0
2025-10-16 00:00:00-04:00,6.11,6.58,6.11,6.25,89400,0.0,0.0,0.0
2025-10-15 00:00:00-04:00,6.31,6.61,6.25,6.41,177100,0.0,0.0,0.0
2025-10-14 00:00:00-04:00,6.32,6.39,6.16,6.32,92500,0.0,0.0,0.0
2025-10-13 00:00:00-04:00,6.32,6.38,6.21,6.35,43800,0.0,0.0,0.0
2025-10-10 00:00:00-04:00,6.54,6.55,6.2,6.25,78200,0.0,0.0,0.0
2025-10-09 00:00:00-04:00,6.51,6.59,6.4,6.54,194200,0.0,0.0,0.0
2025-10-08 00:00:00-04:00,6.4,6.53,6.4,6.49,42800,0.0,0.0,0.0
2025-10-07 00:00:00-04:00,6.48,6.6,6.4,6.47,59200,0.0,0.0,0.0
2025-10-06 00:00:00-04:00,6.4,6.49,6.33,6.49,69800,0.0,0.0,0.0
2025-10-03 00:00:00-04:00,6.53,6.53,6.33,6.4,248700,0.0,0.0,0.0
2025-10-02 00:00:00-04:00,6.61,6.61,6.2,6.47,383400,0.0,0.0,0.0
2025-10-01 00:00:00-04:00,6.35,6.53,6.3,6.41,256900,0.0,0.0,0.0
2025-09-30 00:00:00-04:00,6.63,6.63,6.36,6.46,314900,0.0,0.0,0.0
2025-09-29 00:00:00-04:00,6.45,6.69,6.26,6.69,332500,0.0,0.0,0.0
2025-09-26 00:00:00-04:00,6.01,6.06,5.92,5.93,260200,0.0,0.0,0.0
2025-09-25 00:00:00-04:00,6.15,6.18,6.01,6.01,137400,0.0,0.0,0.0
2025-09-24 00:00:00-04:00,6.18,6.21,6.09,6.21,44700,0.0,0.0,0.0
2025-09-23 00:00:00-04:00,6.13,6.28,6.09,6.1,46100,0.0,0.0,0.0
2025-09-22 00:00:00-04:00,6.18,6.22,6.1,6.16,51200,0.0,0.0,0.0
2025-09-19 00:00:00-04:00,6.26,6.45,6.14,6.18,283100,0.0,0.0,0.0
2025-09-18 00:00:00-04:00,6.2,6.32,6.03,6.3,250200,0.02,0.0,0.0
2025-09-17 00:00:00-04:00,6.11,6.19,6.04,6.1,119300,0.0,0.0,0.0
2025-09-16 00:00:00-04:00,5.99,6.1,5.99,6.07,175800,0.0,0.0,0.0
2025-09-15 00:00:00-04:00,6.02,6.1,5.99,6.02,200700,0.0,0.0,0.0
