Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Capital Gains
2025-10-30 00:00:00-04:00,,,,,0,0.05,0.0,0.0
2025-09-29 00:00:00-04:00,,,,,0,0.05,0.0,0.0
2025-09-19 00:00:00-04:00,8.5,8.5,8.5,8.5,8982,0.0,0.0,0.0
2025-08-28 00:00:00-04:00,,,,,0,0.05,0.0,0.0
2025-07-30 00:00:00-04:00,,,,,0,0.05,0.0,0.0
2025-06-16 00:00:00-04:00,8.14,8.14,8.14,8.14,100,0.0,0.0,0.0
2025-05-27 00:00:00-04:00,7.99,7.99,7.99,7.99,1000,0.0,0.0,0.0
2025-05-16 00:00:00-04:00,7.84,7.84,7.84,7.84,100,0.0,0.0,0.0
2025-04-29 00:00:00-04:00,,,,,0,0.05,0.0,0.0
2025-03-28 00:00:00-04:00,,,,,0,0.05,0.0,0.0
2025-02-27 00:00:00-05:00,,,,,0,0.05,0.0,0.0
2025-02-19 00:00:00-05:00,7.46,7.46,7.46,7.46,500,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,7.46,7.46,7.45,7.45,1000,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,,,,,0,0.05,0.0,0.0
2024-12-30 00:00:00-05:00,,,,,0,0.05,0.0,0.0
2024-12-12 00:00:00-05:00,7.55,7.55,7.55,7.55,1950,0.0,0.0,0.0
2024-10-30 00:00:00-04:00,,,,,0,0.05,0.0,0.0
2024-10-21 00:00:00-04:00,8.05,8.05,8.05,8.05,1500,0.0,0.0,0.0
2024-08-29 00:00:00-04:00,,,,,0,0.05,0.0,0.0
2024-08-26 00:00:00-04:00,8.05,8.05,8.05,8.05,2026,0.0,0.0,0.0
2024-08-19 00:00:00-04:00,7.9,7.9,7.9,7.9,4000,0.0,0.0,0.0
2024-06-27 00:00:00-04:00,,,,,0,0.05,0.0,0.0
2024-06-14 00:00:00-04:00,7.41,7.41,7.41,7.41,120,0.0,0.0,0.0
2024-06-06 00:00:00-04:00,7.65,7.65,7.65,7.65,479,0.0,0.0,0.0
2024-05-30 00:00:00-04:00,,,,,0,0.05,0.0,0.0
2024-01-29 00:00:00-05:00,,,,,0,0.05,0.0,0.0
2024-01-26 00:00:00-05:00,7.64,7.64,7.64,7.64,2849,0.0,0.0,0.0
2024-01-04 00:00:00-05:00,7.78,7.78,7.78,7.78,1500,0.0,0.0,0.0
2023-12-27 00:00:00-05:00,,,,,0,0.05,0.0,0.0
2023-12-06 00:00:00-05:00,7.5,7.5,7.5,7.5,416,0.0,0.0,0.0
2023-11-28 00:00:00-05:00,,,,,0,0.05,0.0,0.0
